Item name,Variations,Option set 1,Option 1,Option set 2,Option 2,Option set 3,Option 3,Option set 4,Option 4,Is variation visible? (Yes/No),Price,Cost price,Variable price? (Yes/No),Tax rate (%),On sale in Online Store?,Regular price (before sale),Set up different prices and VAT for takeaway,Takeaway price,Takeaway tax rate,Unit,Track inventory? (Yes/No),Quantity,Low stock threshold,SKU,Barcode,Modifiers,Description (Online Store and Invoices only),Category,Display item at Checkout? (Yes/No),Display colour in POS checkout,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Display item in Online Store? (Yes/No),SEO title (Online Store only),SEO description (Online Store only),Shipping weight [kg] (Online Store only),Display service in Bookings? (Yes/No),Duration [minutes] (Bookings only),Location [business/customer] (Bookings only),Item id (Do not change),Variant id (Do not change)
Boulons poêlier inox A4 M4x30 - lot 15 – Réf. 68537952,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68537952,,,À fournir par le client - Leroy Merlin - Réf. 68537952,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Boulons poêlier inox A4 M5x20 - lot 12 – Réf. 68537973,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68537973,,,À fournir par le client - Leroy Merlin - Réf. 68537973,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Boulons inox A4 M8x80 - lot 2 – Réf. 85565511,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-85565511,,,À fournir par le client - Leroy Merlin - Réf. 85565511,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Boulons poêlier inox A4 M6x80 - lot 2 – Réf. 68534186,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68534186,,,À fournir par le client - Leroy Merlin - Réf. 68534186,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Vis métriques STANDERS M5x60 - lot 6 – Réf. 82582788,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582788,,,À fournir par le client - Leroy Merlin - Réf. 82582788,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis métriques STANDERS M5x20 - lot 15 – Réf. 82582782,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582782,,,À fournir par le client - Leroy Merlin - Réf. 82582782,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Boulons poêlier inox A4 M6x40 - lot 8 – Réf. 68534151,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68534151,,,À fournir par le client - Leroy Merlin - Réf. 68534151,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Écrous acier STANDERS M10 - lot 4 – Réf. 68534564,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68534564,,,À fournir par le client - Leroy Merlin - Réf. 68534564,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Écrous indesserrables inox STANDERS M8 - lot 8 – Réf. 68534550,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68534550,,,À fournir par le client - Leroy Merlin - Réf. 68534550,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Rondelles inox STANDERS M8 - lot 15 – Réf. 68534613,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68534613,,,À fournir par le client - Leroy Merlin - Réf. 68534613,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Équerres galvanisées 50x50x35 - lot 6 – Réf. 68258211,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68258211,,,À fournir par le client - Leroy Merlin - Réf. 68258211,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevilles RED HEAD Klix L53 avec vis – Réf. 69652975,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69652975,,,À fournir par le client - Leroy Merlin - Réf. 69652975,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles expansion RED HEAD Ø10x35 + vis - lot 10 – Réf. 84770265,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84770265,,,À fournir par le client - Leroy Merlin - Réf. 84770265,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Foret métal DEXTER PRO Ø8.5 – Réf. 84617498,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84617498,,,À fournir par le client - Leroy Merlin - Réf. 84617498,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 2x1.5 mm² blanc 10 m – Réf. 86523595,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523595,,,À fournir par le client - Leroy Merlin - Réf. 86523595,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G1.5 mm² blanc 10 m – Réf. 86523622,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523622,,,À fournir par le client - Leroy Merlin - Réf. 86523622,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G1.5 mm² blanc 5 m – Réf. 86523619,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523619,,,À fournir par le client - Leroy Merlin - Réf. 86523619,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G1.5 mm² blanc 3 m – Réf. 86523615,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523615,,,À fournir par le client - Leroy Merlin - Réf. 86523615,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G1.5 mm² blanc 15 m – Réf. 86523626,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523626,,,À fournir par le client - Leroy Merlin - Réf. 86523626,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G2.5 mm² blanc 10 m – Réf. 86523645,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523645,,,À fournir par le client - Leroy Merlin - Réf. 86523645,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 2x1.5 mm² blanc 15 m – Réf. 86523597,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523597,,,À fournir par le client - Leroy Merlin - Réf. 86523597,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 2x1.5 mm² blanc 5 m – Réf. 86523592,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523592,,,À fournir par le client - Leroy Merlin - Réf. 86523592,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G2.5 mm² blanc 5 m – Réf. 86523640,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523640,,,À fournir par le client - Leroy Merlin - Réf. 86523640,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G2.5 mm² blanc 25 m – Réf. 86523648,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523648,,,À fournir par le client - Leroy Merlin - Réf. 86523648,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G1.5 mm² blanc 25 m – Réf. 86523632,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523632,,,À fournir par le client - Leroy Merlin - Réf. 86523632,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G2.5 mm² blanc 3 m – Réf. 86523637,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523637,,,À fournir par le client - Leroy Merlin - Réf. 86523637,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 4G0.75 mm² blanc à la coupe – Réf. 64212365,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-64212365,,,À fournir par le client - Leroy Merlin - Réf. 64212365,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G1.5 mm² blanc 50 m – Réf. 86523634,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523634,,,À fournir par le client - Leroy Merlin - Réf. 86523634,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 2x1.5 mm² blanc à la coupe – Réf. 70829332,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70829332,,,À fournir par le client - Leroy Merlin - Réf. 70829332,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 5G1.5 mm² blanc 10 m – Réf. 82062435,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82062435,,,À fournir par le client - Leroy Merlin - Réf. 82062435,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 4G1.5 mm² blanc 10 m – Réf. 70535640,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70535640,,,À fournir par le client - Leroy Merlin - Réf. 70535640,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G2.5 mm² blanc 15 m – Réf. 86523647,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523647,,,À fournir par le client - Leroy Merlin - Réf. 86523647,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 3G2.5 mm² blanc 50 m – Réf. 86523650,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86523650,,,À fournir par le client - Leroy Merlin - Réf. 86523650,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Rallonge jardin 2x1.5 mm² 40 m ELECTRALINE – Réf. 70670985,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70670985,,,À fournir par le client - Leroy Merlin - Réf. 70670985,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Câble souple 5G2.5 mm² gris 10 m – Réf. 70535696,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70535696,,,À fournir par le client - Leroy Merlin - Réf. 70535696,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Vis plaque de plâtre STANDERS 3.5x35 - boîte 1000 – Réf. 67712456,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67712456,,,À fournir par le client - Leroy Merlin - Réf. 67712456,Fournitures client - Fixation / Visserie,Yes,,https://raw.githubusercontent.com/nuancedegreg-blip/Sumup-images/main/images_v3/LM-67712456.jpg,,,,,,,No,,,,No,,,,
Vis plaque de plâtre STANDERS 3.5x25 - boîte 1000 – Réf. 67712463,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67712463,,,À fournir par le client - Leroy Merlin - Réf. 67712463,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis plaque de plâtre STANDERS 3.5x45 - boîte 1000 – Réf. 67712442,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67712442,,,À fournir par le client - Leroy Merlin - Réf. 67712442,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis plaque de plâtre STANDERS 3.5x13 - boîte 500 – Réf. 67835775,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67835775,,,À fournir par le client - Leroy Merlin - Réf. 67835775,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis plaque de plâtre STANDERS 3.5x9.5 - boîte 200 – Réf. 67835824,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67835824,,,À fournir par le client - Leroy Merlin - Réf. 67835824,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis terrasse inox STANDERS Torx 5x50 - boîte 1000 + 2 embouts – Réf. 91850376,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-91850376,,,À fournir par le client - Leroy Merlin - Réf. 91850376,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS Ttap 5x80 - boîte 50 – Réf. 82184787,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82184787,,,À fournir par le client - Leroy Merlin - Réf. 82184787,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis inox STANDERS 4x40 - boîte 150 – Réf. 91182226,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-91182226,,,À fournir par le client - Leroy Merlin - Réf. 91182226,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis plaque de plâtre STANDERS 3.5x55 - boîte 350 – Réf. 82222857,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82222857,,,À fournir par le client - Leroy Merlin - Réf. 82222857,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS Ttap 5x50 - boîte 80 – Réf. 82184784,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82184784,,,À fournir par le client - Leroy Merlin - Réf. 82184784,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis acier STANDERS tête ronde 4x16 - boîte 35 – Réf. 82231896,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231896,,,À fournir par le client - Leroy Merlin - Réf. 82231896,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis terrasse inox STANDERS Torx 5x70 - boîte 500 + embout – Réf. 91850375,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-91850375,,,À fournir par le client - Leroy Merlin - Réf. 91850375,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis hexagonales STANDERS 8x60 - boîte 25 – Réf. 82240553,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82240553,,,À fournir par le client - Leroy Merlin - Réf. 82240553,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS Ttap 4x30 - boîte 250 – Réf. 82184779,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82184779,,,À fournir par le client - Leroy Merlin - Réf. 82184779,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 5x80 - boîte 50 – Réf. 82231864,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231864,,,À fournir par le client - Leroy Merlin - Réf. 82231864,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS Ttap 6x140 - boîte 30 – Réf. 86273382,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86273382,,,À fournir par le client - Leroy Merlin - Réf. 86273382,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis hexagonales STANDERS 8x50 - boîte 30 – Réf. 82240552,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82240552,,,À fournir par le client - Leroy Merlin - Réf. 82240552,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS Ttap 6x140 - lot 6 – Réf. 86273304,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86273304,,,À fournir par le client - Leroy Merlin - Réf. 86273304,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis inox A2 STANDERS Torx 5x60 - boîte 100 + embout – Réf. 96149080,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-96149080,,,À fournir par le client - Leroy Merlin - Réf. 96149080,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Té cuivre à sertir Ø18-16-18 QUICK PLOMBERIE – Réf. 88713230,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88713230,,,À fournir par le client - Leroy Merlin - Réf. 88713230,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Coude cuivre à sertir 90° Ø18 QUICK PLOMBERIE – Réf. 88120691,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88120691,,,À fournir par le client - Leroy Merlin - Réf. 88120691,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Coude cuivre à sertir 45° Ø18 QUICK PLOMBERIE – Réf. 88120696,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88120696,,,À fournir par le client - Leroy Merlin - Réf. 88120696,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Manchon cuivre à sertir Ø18 QUICK PLOMBERIE – Réf. 88120682,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88120682,,,À fournir par le client - Leroy Merlin - Réf. 88120682,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Manchon cuivre à sertir Ø16 QUICK PLOMBERIE – Réf. 88120681,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88120681,,,À fournir par le client - Leroy Merlin - Réf. 88120681,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Manchon réduit cuivre à sertir Ø18-16 QUICK PLOMBERIE – Réf. 88120686,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88120686,,,À fournir par le client - Leroy Merlin - Réf. 88120686,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Té cuivre à sertir Ø14 QUICK PLOMBERIE – Réf. 88120698,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88120698,,,À fournir par le client - Leroy Merlin - Réf. 88120698,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Coude cuivre à sertir Ø22 QUICK PLOMBERIE – Réf. 88143176,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88143176,,,À fournir par le client - Leroy Merlin - Réf. 88143176,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Bouchon cuivre à sertir Ø12 QUICK PLOMBERIE – Réf. 96548381,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-96548381,,,À fournir par le client - Leroy Merlin - Réf. 96548381,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Raccord cuivre à sertir mâle 12x17 vers Ø14 – Réf. 88147216,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88147216,,,À fournir par le client - Leroy Merlin - Réf. 88147216,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Raccord cuivre à sertir femelle 15x21 vers Ø16 – Réf. 88142316,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88142316,,,À fournir par le client - Leroy Merlin - Réf. 88142316,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Raccord cuivre à sertir mâle 15x21 vers Ø14 – Réf. 88120702,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88120702,,,À fournir par le client - Leroy Merlin - Réf. 88120702,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Raccord cuivre à sertir femelle 15x21 vers Ø14 – Réf. 88120708,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88120708,,,À fournir par le client - Leroy Merlin - Réf. 88120708,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles expansion STANDERS 13x31 - 50 + vis – Réf. 80125449,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125449,,,À fournir par le client - Leroy Merlin - Réf. 80125449,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles placo STANDERS 13x31 - 10 + vis – Réf. 80125445,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125445,,,À fournir par le client - Leroy Merlin - Réf. 80125445,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Cheville RED HEAD Vix L30 – Réf. 69602946,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69602946,,,À fournir par le client - Leroy Merlin - Réf. 69602946,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles RED HEAD Vix Ø10x25 - lot 30 – Réf. 60499782,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-60499782,,,À fournir par le client - Leroy Merlin - Réf. 60499782,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles RED HEAD à visser Ø4x35 - lot 50 – Réf. 80121079,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121079,,,À fournir par le client - Leroy Merlin - Réf. 80121079,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles placo STANDERS 13x41 - 10 + vis – Réf. 80125451,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125451,,,À fournir par le client - Leroy Merlin - Réf. 80125451,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Cheville RED HEAD Vix L25 – Réf. 60499761,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-60499761,,,À fournir par le client - Leroy Merlin - Réf. 60499761,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles placo STANDERS 9x25 - lot 20 – Réf. 89110075,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-89110075,,,À fournir par le client - Leroy Merlin - Réf. 89110075,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles multi-matériaux STANDERS Ø8x50 - lot 50 + vis – Réf. 82509557,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82509557,,,À fournir par le client - Leroy Merlin - Réf. 82509557,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles FISCHER Ø5x25 - lot 18 + vis – Réf. 80125279,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125279,,,À fournir par le client - Leroy Merlin - Réf. 80125279,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Cheville SPIT Driva L30 - lot – Réf. 80121101,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121101,,,À fournir par le client - Leroy Merlin - Réf. 80121101,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Cheville SPIT Driva BTR L30 - lot – Réf. 80121102,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121102,,,À fournir par le client - Leroy Merlin - Réf. 80121102,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Cheville SPIT ISD L50 - lot – Réf. 80121094,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121094,,,À fournir par le client - Leroy Merlin - Réf. 80121094,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles placo STANDERS acier 13x31 - lot 8 – Réf. 80125446,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125446,,,À fournir par le client - Leroy Merlin - Réf. 80125446,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles multi-matériaux STANDERS Ø6x40 - lot 100 + vis – Réf. 82509558,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82509558,,,À fournir par le client - Leroy Merlin - Réf. 82509558,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles multi-matériaux STANDERS Ø5x30 - lot 25 + vis – Réf. 80130316,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80130316,,,À fournir par le client - Leroy Merlin - Réf. 80130316,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles RED HEAD Grapex Ø6x25 - lot 80 + vis – Réf. 80121040,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121040,,,À fournir par le client - Leroy Merlin - Réf. 80121040,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles FISCHER Ø8x40 - lot 8 + vis – Réf. 80125281,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125281,,,À fournir par le client - Leroy Merlin - Réf. 80125281,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Cheville SPIT L38 - lot – Réf. 80121093,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121093,,,À fournir par le client - Leroy Merlin - Réf. 80121093,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Cheville STANDERS L80 - lot – Réf. 80125504,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125504,,,À fournir par le client - Leroy Merlin - Réf. 80125504,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles expansion STANDERS Ø8x34 - lot 10 – Réf. 80125477,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125477,,,À fournir par le client - Leroy Merlin - Réf. 80125477,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles expansion STANDERS Ø8x34 - lot 20 – Réf. 80125476,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125476,,,À fournir par le client - Leroy Merlin - Réf. 80125476,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles expansion STANDERS Ø8x46 - lot 50 – Réf. 80125459,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125459,,,À fournir par le client - Leroy Merlin - Réf. 80125459,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles RED HEAD Ø8x35 - lot 10 – Réf. 84770249,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84770249,,,À fournir par le client - Leroy Merlin - Réf. 84770249,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles expansion STANDERS Ø8x46 - lot 10 – Réf. 80125464,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125464,,,À fournir par le client - Leroy Merlin - Réf. 80125464,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles placo STANDERS Ø11x36 - lot 40 – Réf. 80125468,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125468,,,À fournir par le client - Leroy Merlin - Réf. 80125468,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles expansion STANDERS Ø8x46 - lot 20 – Réf. 80125455,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125455,,,À fournir par le client - Leroy Merlin - Réf. 80125455,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles STANDERS assorties Ø6/8/10 - lot 230 – Réf. 80130300,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80130300,,,À fournir par le client - Leroy Merlin - Réf. 80130300,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles RED HEAD Grapex Ø6x25 - lot 25 – Réf. 80119273,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80119273,,,À fournir par le client - Leroy Merlin - Réf. 80119273,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
